method,method_family,max_step,rows,final_loss,median_loss,min_loss,max_loss,last_val_ppl,min_val_ppl,peak_vram_gb,avg_tokens_per_sec,has_nan
adammini-adaptive_stochastic-r8,new_stochastic,1499,1500,2.21409273147583,2.3849509954452515,0.6173412799835205,6.120186805725098,9.410689750963378,9.232216344679978,6.093376159667969,1556.3191470816948,False
adammini-block_fisher_projector-r8,baseline_projector,1499,1500,2.25742506980896,2.467278838157654,0.6174934506416321,6.294827461242676,11.259162734687319,10.360686437684928,6.09602689743042,1136.62995331914,False
adammini-fisher_projector-r8,baseline_projector,1499,1500,2.2521586418151855,2.4486714601516724,0.6174934506416321,6.238195896148682,11.11293184437604,10.360686437684928,6.09700345993042,1140.1033523381252,False
adammini-galore2-r8,baseline_projector,1499,1500,2.248661518096924,2.454903483390808,0.6177675724029541,6.243259429931641,10.036318856342747,9.307747873157648,6.093417644500732,1555.5095729542886,False
adammini-lotus-r8,baseline_projector,1499,1500,2.264831781387329,2.4711337089538574,0.6177675724029541,6.251068115234375,9.968741051742498,9.307747873157648,6.102595806121826,1875.5840244825738,False
adammini-softmax_fisher_projector-r8,baseline_projector,1499,1500,2.2505581378936768,2.4448471069335938,0.6174934506416321,6.2200727462768555,11.068845653343582,10.360686437684928,6.09602689743042,1134.403681745586,False
adammini-topk_fisher_projector-r8,baseline_projector,1499,1500,2.2494735717773438,2.447824716567993,0.6174934506416321,6.247411727905273,11.10980306911668,10.360686437684928,6.09700345993042,1124.8973876988493,False
