run_name,opt,proj,rank,size,attention,seed,step,tokens_seen,train_loss,train_ppl_capped,val_loss,val_perplexity,test_loss,test_perplexity,vram_total_peak_gb,vram_model_gb,vram_optimizer_gb,vram_gradients_gb,vram_activations_gb,iter_time,tokens_per_sec,grad_norm,lr,batch_size,sequence_length,max_projected_params,wall_time_sec
adammini-galore2-r8,adammini,galore2,8,1.1B,sdpa,666,0,2048,1.9975624084472656,7.371066532716149,2.2308471579607687,9.307747873157648,2.2308471579607687,9.307747873157648,6.078336715698242,2.048999786376953,0.009350571781396866,2.048999786376953,1.970986571162939,14.931713104248047,137.13022178180577,5.8125,2e-06,1,2048,,16.489182710647583
adammini-galore2-r8,adammini,galore2,8,1.1B,sdpa,666,1,4096,2.4645888805389404,11.758646949528877,nan,nan,nan,nan,6.091464519500732,2.048999786376953,0.009350571781396866,2.048999786376953,1.9841143749654293,1.297694206237793,230.24332621637484,6.65625,4e-06,1,2048,,17.789875030517578
adammini-galore2-r8,adammini,galore2,8,1.1B,sdpa,666,2,6144,2.5510096549987793,12.820041069015975,nan,nan,nan,nan,6.091464519500732,2.048999786376953,0.009350571781396866,2.048999786376953,1.9841143749654293,1.3465890884399414,320.9905899341268,6.46875,6e-06,1,2048,,19.141748666763306
adammini-galore2-r8,adammini,galore2,8,1.1B,sdpa,666,3,8192,2.3239216804504395,10.215658400244862,nan,nan,nan,nan,6.091464519500732,2.048999786376953,0.009350571781396866,2.048999786376953,1.9841143749654293,1.3539140224456787,399.63582580085983,6.28125,8e-06,1,2048,,20.49866271018982
adammini-galore2-r8,adammini,galore2,8,1.1B,sdpa,666,4,10240,2.4504361152648926,11.593401676314366,nan,nan,nan,nan,6.091464519500732,2.048999786376953,0.009350571781396866,2.048999786376953,1.9841143749654293,1.3466527462005615,468.5035785764805,6.5,1e-05,1,2048,,21.856823444366455
adammini-galore2-r8,adammini,galore2,8,1.1B,sdpa,666,5,12288,1.2789368629455566,3.5928180364551583,nan,nan,nan,nan,6.092441082000732,2.048999786376953,0.009350571781396866,2.048999786376953,1.9850909374654293,1.3233680725097656,530.0849303729068,5.1875,1.2e-05,1,2048,,23.181190967559814
adammini-galore2-r8,adammini,galore2,8,1.1B,sdpa,666,6,14336,0.6177675724029541,1.8547827483401984,nan,nan,nan,nan,6.092441082000732,2.048999786376953,0.009350571781396866,2.048999786376953,1.9850909374654293,1.3233833312988281,585.0097674316969,4.03125,1.4e-05,1,2048,,24.505573749542236
adammini-galore2-r8,adammini,galore2,8,1.1B,sdpa,666,7,16384,2.5978119373321533,13.434310738562568,nan,nan,nan,nan,6.092441082000732,2.048999786376953,0.009350571781396866,2.048999786376953,1.9850909374654293,1.3158116340637207,634.4870581889724,6.0625,1.6e-05,1,2048,,25.822433710098267
adammini-galore2-r8,adammini,galore2,8,1.1B,sdpa,666,8,18432,2.01747727394104,7.5193317722554145,nan,nan,nan,nan,6.092441082000732,2.048999786376953,0.009350571781396866,2.048999786376953,1.9850909374654293,1.3459687232971191,678.3725950758146,6.21875,1.8e-05,1,2048,,27.17090892791748
adammini-galore2-r8,adammini,galore2,8,1.1B,sdpa,666,9,20480,2.387493371963501,10.886172130264804,nan,nan,nan,nan,6.092441082000732,2.048999786376953,0.009350571781396866,2.048999786376953,1.9850909374654293,1.3095197677612305,719.0018323721263,5.84375,2e-05,1,2048,,28.483932971954346
