run_name,opt,proj,rank,size,attention,seed,step,tokens_seen,train_loss,train_ppl_capped,val_loss,val_perplexity,test_loss,test_perplexity,vram_total_peak_gb,vram_model_gb,vram_optimizer_gb,vram_gradients_gb,vram_activations_gb,iter_time,tokens_per_sec,grad_norm,lr,batch_size,sequence_length,max_projected_params,wall_time_sec
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,0,32768,2.5204966068267822,12.434770322341665,nan,nan,nan,nan,22.17638635635376,4.097999572753906,0.01870039477944374,4.097999572753906,13.961686816066504,137.83454275131226,237.73371928317368,2.5158324241638184,2e-06,16,2048,,137.83654499053955
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,1,65536,2.550102472305298,12.808416223355094,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.183512210845947,455.04614205829284,3.142854928970337,4e-06,16,2048,,144.02358603477478
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,2,98304,2.6484973430633545,14.132785952775768,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.18781042098999,654.4365675781231,2.2948029041290283,6e-06,16,2048,,150.21456909179688
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,3,131072,2.355947256088257,10.548115897812158,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.16361141204834,838.1714162880047,2.1152234077453613,8e-06,16,2048,,156.3813967704773
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,4,163840,2.508568286895752,12.287325536217136,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.189356565475464,1007.8055136658757,2.221259355545044,1e-05,16,2048,,162.57403588294983
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,5,196608,2.3419244289398193,10.401233750215921,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.200572729110718,1164.912943767171,1.7132306098937988,1.2e-05,16,2048,,168.77785682678223
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,6,229376,2.299182653427124,9.966033421713844,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.1854658126831055,1310.9929621906726,2.070049285888672,1.4e-05,16,2048,,174.96664595603943
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,7,262144,2.4889490604400635,12.048607106576403,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.1857030391693115,1447.0891082213486,1.8927093744277954,1.6e-05,16,2048,,181.15546584129333
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,8,294912,2.594676971435547,13.392260579898553,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.194507598876953,1574.1202285346874,2.0193185806274414,1.8e-05,16,2048,,187.35331630706787
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,9,327680,2.367297410964966,10.668520660660198,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.191540479660034,1693.0418639052668,1.7777819633483887,2e-05,16,2048,,193.548024892807
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,10,360448,2.460319995880127,11.708557630786157,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.195070028305054,1804.5554352057188,1.60106360912323,2.2e-05,16,2048,,199.74630999565125
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,11,393216,2.021012783050537,7.545963488830854,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.187262773513794,1909.4282957222638,1.875030755996704,2.4e-05,16,2048,,205.93692636489868
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,12,425984,2.2761566638946533,9.739177455113634,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.210714817047119,2007.9571991322744,1.7186659574508667,2.6e-05,16,2048,,212.1510739326477
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,13,458752,2.5487217903137207,12.790744076349785,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.205716133117676,2100.9262706851046,1.7423570156097412,2.8e-05,16,2048,,218.35986065864563
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,14,491520,2.3585498332977295,10.575603938208774,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.191687822341919,2188.893788233548,1.6862515211105347,3e-05,16,2048,,224.55476808547974
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,15,524288,2.487149953842163,12.026949865719564,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.207967758178711,2271.9763620086655,1.7028281688690186,3.2e-05,16,2048,,230.76604199409485
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,16,557056,2.392984628677368,10.946115327177994,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.205927848815918,2350.7228905963084,1.6651705503463745,3.4000000000000007e-05,16,2048,,236.97508263587952
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,17,589824,2.3898961544036865,10.912360683598616,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.199639320373535,2425.51175427847,2.1179757118225098,3.6e-05,16,2048,,243.178129196167
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,18,622592,2.48677396774292,12.0224287497454,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.197336435317993,2496.601694737524,1.6908012628555298,3.8e-05,16,2048,,249.37891840934753
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,19,655360,2.349252462387085,10.47773429596923,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.199245929718018,2564.2227858795654,1.6503387689590454,4e-05,16,2048,,255.58141231536865
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,20,688128,2.3525400161743164,10.512237094863593,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.189026832580566,2628.7434028518196,1.6783344745635986,4.2000000000000004e-05,16,2048,,261.77376079559326
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,21,720896,2.4232184886932373,11.282112294540713,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.190212726593018,2690.2698266069333,1.8723520040512085,4.4e-05,16,2048,,267.967187166214
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,22,753664,2.4585540294647217,11.68789895786754,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.21122670173645,2748.8060053485865,1.5656245946884155,4.6e-05,16,2048,,274.18172335624695
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,23,786432,2.608205795288086,13.57467324646186,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.206183910369873,2804.7974398776983,1.7093216180801392,4.8e-05,16,2048,,280.391006231308
adammini-softmax_fisher_projector-r8,adammini,softmax_fisher_projector,8,1.1B,sdpa,666,24,819200,2.2772815227508545,9.750138818963944,nan,nan,nan,nan,23.97112798690796,4.097999572753906,0.01870039477944374,4.097999572753906,15.756428446620703,6.2217772006988525,2858.2083259382384,1.687839150428772,5e-05,16,2048,,286.6161665916443
