run_name,opt,proj,rank,size,attention,seed,step,tokens_seen,train_loss,train_ppl_capped,val_loss,val_perplexity,test_loss,test_perplexity,vram_total_peak_gb,vram_model_gb,vram_optimizer_gb,vram_gradients_gb,vram_activations_gb,iter_time,tokens_per_sec,grad_norm,lr,batch_size,sequence_length,max_projected_params,wall_time_sec
adammini-fisher_projector-r8,adammini,fisher_projector,8,1.1B,sdpa,666,0,2048,1.9975624084472656,7.371066532716149,2.3571549570289947,10.560862562835332,nan,nan,6.078336715698242,2.048999786376953,0.009350571781396866,2.048999786376953,1.970986571162939,160.12367343902588,12.78987396854539,5.8125,2e-06,1,2048,,162.5010964870453
adammini-fisher_projector-r8,adammini,fisher_projector,8,1.1B,sdpa,666,1,4096,2.4645888805389404,11.758646949528877,nan,nan,nan,nan,6.095066070556641,2.048999786376953,0.009350571781396866,2.048999786376953,1.9877159260213375,0.982933759689331,25.05382191671947,6.65625,4e-06,1,2048,,163.48903059959412
adammini-fisher_projector-r8,adammini,fisher_projector,8,1.1B,sdpa,666,2,6144,2.5501186847686768,12.808623881017374,nan,nan,nan,nan,6.095066070556641,2.048999786376953,0.009350571781396866,2.048999786376953,1.9877159260213375,0.9813544750213623,37.355587394071584,6.40625,6e-06,1,2048,,164.4733874797821
adammini-fisher_projector-r8,adammini,fisher_projector,8,1.1B,sdpa,666,3,8192,2.3227813243865967,10.204015552000003,nan,nan,nan,nan,6.095066070556641,2.048999786376953,0.009350571781396866,2.048999786376953,1.9877159260213375,0.9833295345306396,49.51024116401642,6.28125,8e-06,1,2048,,165.46171689033508
adammini-fisher_projector-r8,adammini,fisher_projector,8,1.1B,sdpa,666,4,10240,2.4508864879608154,11.598624203835868,nan,nan,nan,nan,6.095066070556641,2.048999786376953,0.009350571781396866,2.048999786376953,1.9877159260213375,0.9809377193450928,61.51864907501409,6.5,1e-05,1,2048,,166.45359015464783
adammini-fisher_projector-r8,adammini,fisher_projector,8,1.1B,sdpa,666,5,12288,1.2804871797561646,3.5983923625237533,nan,nan,nan,nan,6.096042633056641,2.048999786376953,0.009350571781396866,2.048999786376953,1.9886924885213375,0.9804368019104004,73.38966088039795,5.21875,1.2e-05,1,2048,,167.4350290298462
adammini-fisher_projector-r8,adammini,fisher_projector,8,1.1B,sdpa,666,6,14336,0.6174934506416321,1.8542743817067155,nan,nan,nan,nan,6.096042633056641,2.048999786376953,0.009350571781396866,2.048999786376953,1.9886924885213375,0.9801020622253418,85.12248745538666,4.0625,1.4e-05,1,2048,,168.41613101959229
adammini-fisher_projector-r8,adammini,fisher_projector,8,1.1B,sdpa,666,7,16384,2.598814010620117,13.447779649786897,nan,nan,nan,nan,6.096042633056641,2.048999786376953,0.009350571781396866,2.048999786376953,1.9886924885213375,0.9809079170227051,96.71894720151427,6.0625,1.6e-05,1,2048,,169.39803910255432
adammini-fisher_projector-r8,adammini,fisher_projector,8,1.1B,sdpa,666,8,18432,2.018026828765869,7.52346519297697,nan,nan,nan,nan,6.096042633056641,2.048999786376953,0.009350571781396866,2.048999786376953,1.9886924885213375,0.9812548160552979,108.18088742780034,6.03125,1.8e-05,1,2048,,170.38229775428772
adammini-fisher_projector-r8,adammini,fisher_projector,8,1.1B,sdpa,666,9,20480,2.3887369632720947,10.899718500638276,nan,nan,nan,nan,6.096042633056641,2.048999786376953,0.009350571781396866,2.048999786376953,1.9886924885213375,0.9811058044433594,119.51000580169149,5.84375,2e-05,1,2048,,171.3674042224884
