method,method_family,max_step,rows,final_loss,median_loss,min_loss,max_loss,last_val_ppl,min_val_ppl,peak_vram_gb,avg_tokens_per_sec,has_nan
adammini-adaptive_stochastic-r8,new_stochastic,1499,1500,0.0006082236650399864,0.001848263549618423,6.986237713135779e-05,1.375274419784546,1.0001139819813265,1.0001090886778958,6.0928239822387695,1636.2580121350359,False
adammini-stochastic-r8,new_stochastic,119,120,0.22701501846313477,0.41049526631832123,0.2267182469367981,1.375274419784546,1.3331643435090132,1.3331643435090132,6.092441082000732,766.5130965303476,False
adammini-stochastic_old-r8,old_stochastic,119,120,0.05745141580700874,0.312981054186821,0.05745141580700874,1.375274419784546,1.1219253438923713,1.1219253438923713,6.092441082000732,1563.0716896890801,False
