method,method_family,model_gb,optimizer_gb,gradients_gb,activations_gb,peak_vram_gb
adammini-adaptive_stochastic-r8,new_stochastic,2.048999786376953,0.008912835270166397,2.048999786376953,1.9859115742146969,6.0928239822387695
adammini-stochastic-r8,new_stochastic,2.048999786376953,0.009350571781396866,2.048999786376953,1.9850909374654293,6.092441082000732
adammini-stochastic_old-r8,old_stochastic,2.048999786376953,0.009350571781396866,2.048999786376953,1.9850909374654293,6.092441082000732
