method,method_family,max_step,rows,final_loss,median_loss,min_loss,max_loss,last_val_ppl,min_val_ppl,peak_vram_gb,avg_tokens_per_sec,has_nan
adammini-adaptive_stochastic-r8,new_stochastic,1499,1500,2.21409273147583,2.3849509954452515,0.6173412799835205,6.120186805725098,9.410689750963378,9.232216344679978,6.093376159667969,1556.3191470816948,False
