projector,param_group,param_name,step,rank,rank_energy,rank_90,rank_95,rank_99,effective_rank,mean_angle,max_angle,adaptive_rank,temperature,candidate_count
stochastic_lotus,q_proj,q_proj/layer16,1,8,0.925479531288147,7,10,15,4.082999229431152,,,,2.508618123015049,16
stochastic_lotus,q_proj,q_proj/layer16,300,8,0.9325140118598938,6,10,15,3.5135157108306885,60.58967685699463,88.81819915771484,,2.599298333156906,16
stochastic_lotus,q_proj,q_proj/layer16,300,8,0.8827711343765259,9,12,15,5.679056644439697,63.48515510559082,88.9869613647461,,2.933451900853185,16
stochastic_lotus,q_proj,q_proj/layer16,600,8,0.9513716697692871,5,8,14,3.370439291000366,68.18260383605957,89.4487075805664,,1.753879653725493,16
stochastic_lotus,q_proj,q_proj/layer16,900,8,0.9059470891952515,8,11,15,6.526587963104248,65.56260895729065,84.03858947753906,,1.6219188686889658,16
stochastic_lotus,q_proj,q_proj/layer16,1200,8,0.8332151174545288,11,13,16,8.146891593933105,67.59563493728638,89.03359985351562,,3.077379058811595,16
stochastic_lotus,q_proj,q_proj/layer17,1,8,0.8632861971855164,10,13,15,7.759227275848389,,,,2.529931859747096,16
stochastic_lotus,q_proj,q_proj/layer17,1,8,0.8632861971855164,10,13,15,7.759227275848389,,,,2.529931859747096,16
stochastic_lotus,q_proj,q_proj/layer17,1,8,0.8632861971855164,10,13,15,7.759227275848389,,,,2.529931859747096,16
stochastic_lotus,q_proj,q_proj/layer17,1,8,0.8632861971855164,10,13,15,7.759227275848389,,,,2.529931859747096,16
stochastic_lotus,q_proj,q_proj/layer17,300,8,0.9154369831085205,8,11,15,4.268070220947266,62.93739652633667,87.25405883789062,,2.537591522211548,16
stochastic_lotus,q_proj,q_proj/layer17,300,8,0.8606370091438293,10,12,15,7.538032054901123,61.217902183532715,86.58734893798828,,2.6597601716720907,16
stochastic_lotus,q_proj,q_proj/layer17,600,8,0.8928126692771912,9,12,15,6.2494988441467285,64.19479990005493,87.32991027832031,,2.0689620615968125,16
stochastic_lotus,q_proj,q_proj/layer17,900,8,0.8409472107887268,11,13,16,8.436224937438965,67.27818059921265,88.49703216552734,,2.957931371656145,16
stochastic_lotus,q_proj,q_proj/layer17,1200,8,0.8355370163917542,11,13,16,8.582974433898926,66.37204551696777,88.56584167480469,,2.963015617596746,16
stochastic_lotus,q_proj,q_proj/layer18,1,8,0.8951349854469299,9,12,15,5.976044178009033,,,,2.3189616124167056,16
stochastic_lotus,q_proj,q_proj/layer18,1,8,0.8951349854469299,9,12,15,5.976044178009033,,,,2.3189616124167056,16
stochastic_lotus,q_proj,q_proj/layer18,1,8,0.8951349854469299,9,12,15,5.976044178009033,,,,2.3189616124167056,16
stochastic_lotus,q_proj,q_proj/layer18,1,8,0.8951349854469299,9,12,15,5.976044178009033,,,,2.3189616124167056,16
stochastic_lotus,q_proj,q_proj/layer18,300,8,0.8556115627288818,10,13,16,7.422643184661865,70.26565217971802,85.16328430175781,,2.974652951331105,16
stochastic_lotus,q_proj,q_proj/layer18,300,8,0.8490386605262756,11,13,16,7.5243425369262695,67.65013265609741,88.20875549316406,,3.212684187330299,16
stochastic_lotus,q_proj,q_proj/layer18,600,8,0.9462225437164307,5,9,14,3.3255512714385986,67.7331223487854,89.08641052246094,,2.103720267707736,16
stochastic_lotus,q_proj,q_proj/layer18,900,8,0.8385185599327087,11,13,16,8.89612102508545,69.6663064956665,89.15015411376953,,2.7558260138032535,16
stochastic_lotus,q_proj,q_proj/layer18,1200,8,0.804650604724884,12,14,16,9.83106517791748,67.01661968231201,89.1954345703125,,3.4025716915936317,16
stochastic_lotus,q_proj,q_proj/layer19,1,8,0.8978371024131775,9,12,15,6.61968994140625,,,,1.679308415934521,16
stochastic_lotus,q_proj,q_proj/layer19,1,8,0.8978371024131775,9,12,15,6.61968994140625,,,,1.679308415934521,16
stochastic_lotus,q_proj,q_proj/layer19,1,8,0.8978371024131775,9,12,15,6.61968994140625,,,,1.679308415934521,16
stochastic_lotus,q_proj,q_proj/layer19,1,8,0.8978371024131775,9,12,15,6.61968994140625,,,,1.679308415934521,16
stochastic_lotus,q_proj,q_proj/layer19,300,8,0.861926257610321,10,13,16,7.822429180145264,63.606504678726196,87.5118637084961,,2.541808408308554,16
stochastic_lotus,q_proj,q_proj/layer19,300,8,0.8794520497322083,9,12,15,6.822968482971191,66.96243619918823,89.9342041015625,,2.516333052575975,16
stochastic_lotus,q_proj,q_proj/layer19,600,8,0.9493608474731445,6,9,14,4.205302715301514,64.11486625671387,86.67591857910156,,1.7272813120714103,16
